id,source,country,title,date,century,type,medium,place,accession,credit,provenance,openImage,image,url,dataLicence,matchBasis,strength
bm-2007-4134-23,British Museum,UK,Banknote,1951,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.23",Government of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/ca1a03e0_a8ee_4928_9a5c_b4bf00be720c/preview_Folder324_OFFICIAL_0211.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-23,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-1986-1132-9,British Museum,UK,Banknote,1974,20th c.,banknote,paper,Issued in: Nepal,"1986,1132.9",State Bank of Nepal,,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/05e2fd70_f975_41d8_8216_b4bf00be8828/preview_Folder324_OFFICIAL_0271.jpg,https://www.britishmuseum.org/collection/object/C_1986-1132-9,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-1986-1132-7,British Museum,UK,Banknote; specimen,1974,20th c.,banknote,paper,Issued in: Nepal,"1986,1132.7",State Bank of Nepal,,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/69849d4e_1e0a_478d_80ee_b4bf00be8cd6/preview_Folder324_OFFICIAL_0283.jpg,https://www.britishmuseum.org/collection/object/C_1986-1132-7,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-1986-1132-2,British Museum,UK,Banknote; specimen,1981,20th c.,banknote,paper,Issued in: Nepal,"1986,1132.2",State Bank of Nepal,,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/713a60ad_486c_4a78_b1ca_b4bf00be9472/preview_Folder324_OFFICIAL_0301.jpg,https://www.britishmuseum.org/collection/object/C_1986-1132-2,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-1986-1132-4,British Museum,UK,Banknote; specimen,1983,20th c.,banknote,paper,Issued in: Nepal,"1986,1132.4",State Bank of Nepal,,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/e2d4fb41_1f41_4978_8e91_b4bf00beb2df/preview_Folder324_OFFICIAL_0367.jpg,https://www.britishmuseum.org/collection/object/C_1986-1132-4,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-6,British Museum,UK,Banknote,1991,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.6",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/2a450132_494e_458a_ad19_b4bf00beb967/preview_Folder324_OFFICIAL_0379.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-6,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-2,British Museum,UK,Banknote,1981,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.2",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/fb279c4c_71b2_4759_a54c_b4bf00bea31f/preview_Folder324_OFFICIAL_0331.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-2,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-1,British Museum,UK,Banknote,1981,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.1",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/21fe028d_ba95_47c9_bf38_b4bf00bea18e/preview_Folder324_OFFICIAL_0328.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-1,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-7,British Museum,UK,Banknote,1985-1987,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.7",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/e4a3e106_8d86_4fa0_a914_b4bf00bea7e2/preview_Folder324_OFFICIAL_0337.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-7,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-13,British Museum,UK,Banknote,1981,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.13",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/2f03ece6_0c0f_402d_8f76_b4bf00be9ae7/preview_Folder324_OFFICIAL_0316.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-13,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-16,British Museum,UK,Banknote,1974,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.16",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/f4d9bf0d_5e0e_4a41_82ef_b4bf00be85fb/preview_Folder324_OFFICIAL_0265.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-16,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-5,British Museum,UK,Banknote,1991,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.5",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/0f9be1b2_95d7_46c8_8f25_b4bf00beb83b/preview_Folder324_OFFICIAL_0376.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-5,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-1989-0904-4534,British Museum,UK,Banknote,1974,20th c.,banknote,paper,Issued in: Nepal,"1989,0904.4534",Nepal Rastra Bank,,False,,https://www.britishmuseum.org/collection/object/C_1989-0904-4534,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-1986-1132-1,British Museum,UK,Banknote; specimen,1981,20th c.,banknote,paper,Issued in: Nepal,"1986,1132.1",State Bank of Nepal,,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/984a8a2d_d60a_4934_9aab_b4bf00be9313/preview_Folder324_OFFICIAL_0298.jpg,https://www.britishmuseum.org/collection/object/C_1986-1132-1,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-60,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.60",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,,https://www.britishmuseum.org/collection/object/A_2006-0315-60,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0405-344,British Museum,UK,Banknote,1981,20th c.,banknote,paper,Issued in: Nepal,"2006,0405.344",Central Bank of Nepal,Bequeathed by: Andrew Frederick Wiseman. Folder A6,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/98f6cf02_20e8_41c2_9421_b4bf00be9f9c/preview_Folder324_OFFICIAL_0325.jpg,https://www.britishmuseum.org/collection/object/C_2006-0405-344,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-4,British Museum,UK,Banknote,1987,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.4",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/8ddee999_731f_4bc6_a619_b4bf00beab1a/preview_Folder324_OFFICIAL_0346.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-4,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4096-8,British Museum,UK,Banknote,1974,20th c.,banknote,paper,Issued in: Nepal,"2007,4096.8",Central Bank of Nepal,Donated by: Anonymous,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/47e1fc94_72a8_480d_be73_b4bf00be8b85/preview_Folder324_OFFICIAL_0280.jpg,https://www.britishmuseum.org/collection/object/C_2007-4096-8,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0405-345,British Museum,UK,Banknote,1987,20th c.,banknote,paper,Issued in: Nepal,"2006,0405.345",Central Bank of Nepal,Bequeathed by: Andrew Frederick Wiseman. Folder A6,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/8eabcde5_c777_4176_97b9_b4bf00bea904/preview_Folder324_OFFICIAL_0340.jpg,https://www.britishmuseum.org/collection/object/C_2006-0405-345,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-12,British Museum,UK,Banknote,1981,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.12",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/e8db9611_2f48_4709_b8f9_b4bf00be9991/preview_Folder324_OFFICIAL_0313.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-12,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-17,British Museum,UK,Banknote,1974,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.17",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/d35e3e3c_3f0e_41dc_8fb9_b4bf00be8722/preview_Folder324_OFFICIAL_0268.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-17,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-11,British Museum,UK,Banknote,1981,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.11",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/b0a7bf0f_f9f9_4ebd_b973_b4bf00be9878/preview_Folder324_OFFICIAL_0310.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-11,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2007-4134-8,British Museum,UK,Banknote,1985-1987,20th c.,banknote,paper,Issued in: Nepal,"2007,4134.8",Central Bank of Nepal,Donated by: Nicholas G Rhodes,False,https://media.britishmuseum.org/media/Repository/Documents/2026_9/8_11/d3360393_0808_47ac_b315_b4bf00bea5cc/preview_Folder324_OFFICIAL_0334.jpg,https://www.britishmuseum.org/collection/object/C_2007-4134-8,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
